final_score,structured_score,breed_score,bert_similarity,PetID,Name,breed1_label,breed2_label,Age,age_group,gender_label,maturity_size_label,fur_length_label,Vaccinated,Dewormed,Sterilized,Health,Fee,PhotoAmt,Description
0.6762,0.5909,0.0,0.8751,9278f7216,CLEVER,Mixed Breed,,3,puppy,male,medium,short,1,1,3,2,0,2.0,"Please share . Puppy for adoption. Location setia alam, can deliver to subang jaya . Have injury when we found him. Male. Sent to dr and give injections all this already.DONE DEWORM ALREADY PLEASE ADOPT HIM and give him a loving home. he's friendly , playful .cheerful and stick to human ."
0.6762,0.5909,0.0,0.8751,fa73b1181,Teh O,Mixed Breed,,9,young,male,medium,medium,1,1,2,1,0,4.0,"Teh O is a male mongrel rescued by coffee shop owner but due to his neighbour shop man constantly beating and tortured Teh O when owner not around. He loves him a lot as he is an obedient, smart..his regular customers also love this dog very much..as he never once create any problems.. but in view of the current situation. .he has no choice to find him a ""Safe"" and forever Home"
0.6762,0.5909,0.0,0.8751,da8d56dff,Dog,Mixed Breed,,12,young,male,medium,medium,3,3,3,1,0,2.0,"Found one dog roaming around petaling jaya old town, usually sitting quite or walking around petaling jaya old town outside mc donald area. He is quite special, doesn't look like others. He is nice and have beautiful coat, calm and quite, saw him roaming few times here and never heard him chasing people or barking people, he sit quite only. Guess someone missing his dog or abandon this dog. If anyone interested on taking this dog home, can go to pj old town mc donald area, or contact me so i can check if the dog still around and assist you."
0.6762,0.5909,0.0,0.8751,0ef640aaf,,Mixed Breed,,4,puppy,female,medium,short,1,1,2,1,0,2.0,There were abandoned at a wet market at the age of 2 months and have yet to be spayed since there are now only 4 months old. Please help them find a loving home. Please contact : Ms Puspa . Thank you
0.6762,0.5909,0.0,0.8751,91bab29e9,Evy,Coonhound,Mixed Breed,1,puppy,female,medium,short,3,3,2,1,0,4.0,Cute puppy looking for forever home. Commitment to spay is compulsory. If you are interested to adopt pls contact Rachel
0.6762,0.5909,0.0,0.875,bf99a973b,Amber,Jack Russell Terrier,,48,adult,female,small,short,1,1,2,1,0,0.0,"A 4 years old female Jack Russel Terrier for adoption in PJ, interested please send me an email. Thank you."
0.6761,0.5909,0.0,0.875,62e2e9071,Angel - Lina -jolie,Mixed Breed,,1,puppy,female,medium,short,2,2,2,1,0,3.0,they are strays.their mother died in accident when they are 2 weeks old.total 6 pups.3 male and 3 female.1 adopted.left 2 male n 3 female.call me if you are intrested.give them a chance.you can change their life.tq.
0.6761,0.5909,0.0,0.875,65829d12f,Fifi,Terrier,Mixed Breed,13,young,female,medium,medium,1,1,1,1,0,6.0,"A Terrier mix who loves to walk, hyperactive, loves to play, obedient. The Journey: Sep : Adopted from old aunty at 1 month old. Jan : Gave away to a family in Selangor. Sep : News from new foster family says need to let her go due to their daughter medical reason. Oct : 1. Deliver to a nice lady staying alone with cat. She finds Fifi too hyperactive for her lifestyle as she prefers quite dog. So within 1 week, opt to return back fifi. She took a good care of Fifi. 2. After 5 days, 3 queries, so selected 1 family. Delivered to her. Within 1 night, she opt to returned as according to her, Fifi cant get along with her husband and she is very defensive over herself when her other mongrel (kept outdoor) barks at her. 3. Took her next night, and delivered straight to another owner. She is a dog lover. First night was ok. 2nd day, she sms said to return back. Reason being, Fifi is blending in well with entire family BUT barks at stranger. Her parents don'.t like Fifi to barks at stranger. But opt to try. 3rd day, she sms again saying she need to attend interview in Melaka and going to stay there with aunts and cant bring Fifi along. 4. So I took back and now Fifi is at home with me. ************************************************* After a tiring transfer here and there. Now I'm sorry but I have to be more careful with adopt request as it is very stressful for Fifi. If you would like to adopt, please sms me as mention few things below in short sms; 1. Where will you keep Fifi? Indoor or outdoor? 2. If outdoor, is there a proper place? 3. How many family members do you have? 4. What is your occupation? 5. Do you have other dog at home? Breed? 6. Is Fifi gonna be your first dog? NOTE : If kept outdoor and Fifi will be chained all time, please do not send request. ************************************************ If you wish to adopt, SMS : (I’m in meeting most of the time and wont be answering) BBM : 21BEE NOTE : PLEASE CONTACT ME ONLY IF YOU ARE SERIOUS."
0.6761,0.5909,0.0,0.8749,40f17b3a1,Fay,German Shepherd Dog,Mixed Breed,4,puppy,female,medium,short,3,3,2,1,0,3.0,"I am a good girl, obedient and listen to human instructions. I pray a kind hearted family can gv me a forever home. Commitment to spay me is compulsory. If u are interested to adopt me pls contact Rachel"
0.6761,0.5909,0.0,0.8749,311ee8343,PERRO,Mixed Breed,,2,puppy,female,medium,short,1,1,2,2,0,4.0,"Some weeks ago I went to Ulu Lungut and on the middle of the road, I saw a puppy in a very bad condition. I took her to the vet, where she stayed for all the checking for 2 days, after it I bring her home but the problem is that in some month I have to leave the country and I cant keep her longer,, please I need help...someone that can take care of her. It seems that she will be a good guardian...she is very kind and nice...she just need a good person who wants to take care of her.."
0.6761,0.5909,0.0,0.8749,a1b3dafc9,Katniss,Mixed Breed,Mixed Breed,1,puppy,female,medium,short,2,2,2,1,0,1.0,Katniss is beautiful with silky black fur. She's the most active in the litter and loves playing with ribbons.
0.6761,0.5909,0.0,0.8749,640a267a9,Cute Dog,Mixed Breed,Mixed Breed,120,senior,female,small,short,3,3,3,1,0,3.0,"My friend mother pet, his mother feel sick and not convenience to take care the dog, so now looking for somebody to adopt. Thanks"
0.6761,0.5909,0.0,0.8748,aded1fafc,Poppy,Mixed Breed,,2,puppy,female,medium,short,3,1,2,1,0,5.0,"Rescued puppy, vet certified healthy-full vet checked, playful and needs lots of exposure PLS CALL to adopt or for more info/viewing"
0.6761,0.5909,0.0,0.8748,4a5a05ef7,Coffeebear,Poodle,,72,adult,female,small,short,2,2,2,1,200,1.0,"Hope to find a good owner to coffee.., she is playful and in healthy situation so the fee is actually for her neutered fee before to give someone who adopt. Interested pls call."
0.6761,0.5909,0.0,0.8748,1ff9cda01,Anjie,Mixed Breed,,2,puppy,female,medium,short,3,3,2,1,0,2.0,Cute puppy looking for home sweet home. Commitment to spay is compulsory. Interested to adopt Pls contact 
0.6761,0.5909,0.0,0.8747,0adebbf21,"3 Brother (Daidi, Kingking & Ince)",Mixed Breed,Mixed Breed,10,young,male,medium,medium,1,1,2,1,0,12.0,"I had rescued the dogs underneath the car last year. There was total 5 of them, the reason i adopted the 3 puppies due to i saw another 2 puppies death due to accident and famine. I got no choice to let go 3 of them due to I will moved to oversea for my job purpose for long time. Both of them are adorable, loyal, smart and clean. Sincerely seek help. You can take 1 or 2 of them, not necessary 3 of them together..as long as they can find their new home."
0.676,0.5909,0.0,0.8747,a952a211e,Rolla,Mixed Breed,,1,puppy,male,medium,short,3,3,2,1,0,1.0,Puppy looking for a home sweet home. Interested to adopt pls contact Amy 
0.676,0.5909,0.0,0.8747,971c160c7,Audrey,Mixed Breed,,2,puppy,female,medium,short,3,3,2,1,0,2.0,Very cute and smart puppy looking for home sweet home. Commitment to spay is compulsory.If u are interested to adopt her pls contact 
0.676,0.5909,0.0,0.8747,8cae4a15b,,Doberman Pinscher,Mixed Breed,14,young,female,medium,medium,1,1,1,1,0,2.0,It's a pet currently stay in my home looking for adoption as I've more than legally amount of pet. Any good folks who would like to adopt can message or call me. preferably chinese speaking.
0.676,0.5909,0.0,0.8747,99ba6513a,BUSTER - THE MINI GERMAN SHEPHERD,Mixed Breed,German Shepherd Dog,60,adult,male,small,short,3,3,1,1,0,8.0,"Buster is still waiting for his forever home... could you be the one for Buster? /14 UPDATE: Buster has been neutered and is ready to go to his forever home. Please call us if you can give Buster the home that he deserves! ******************** We found Buster last Sunday (13/4/14) in Bukit Indah, Ampang. He was clearly lost, and was frightened and confused. After spending ages trying to calm him down, we managed to get him home. Unfortunately he did not get along with one of our foster dogs at all. So we had to board him at our vet while we tried to locate his family. We have had no luck so far as no one has come forward to claim him although his picture has been shared alot and we have also put up posters in the area where we found him and in the surrounding tamans. He has however, been miserable at the vet and has refused food since Sunday. He has also been howling and trashing himself against the cage, trying to get out. We managed to get another foster carer today (/14) and he is feeling much better at the foster carer's place. We have discovered that he's okay with female dogs and puppies :) but dislikes adult male dogs. Buster is a really sweet dog and loves to sit and cuddle in your lap. He loves car rides too and would sit in your lap and look out the window quite happily. Buster needs to be in a home environment with someone who will give him lots of cuddles and love. Do you think you can give Buster the home he deserves? Please call me at ."
0.676,0.5909,0.0,0.8746,a845ba4d6,Milk,Mixed Breed,,2,puppy,female,medium,short,2,1,2,1,0,4.0,Very cute pups rescued from factory. trained to be quiet when alone.
0.676,0.5909,0.0,0.8746,7a785a607,Scratch,Mixed Breed,,2,puppy,female,medium,short,1,1,2,1,0,1.0,These puppies are rescued in Sungai Long . They need a forever loving home . Please give them a chance =)
0.676,0.5909,0.0,0.8746,a2c44e0b3,Lemon,Mixed Breed,,2,puppy,male,medium,short,1,1,2,1,0,1.0,These puppies are rescued in Sungai Long . They need a forever loving home . Please give them a chance =)
0.676,0.5909,0.0,0.8746,f245f7d4f,Pearl,Mixed Breed,,2,puppy,female,medium,short,1,1,2,1,0,1.0,These puppies are rescued in Sungai Long . They need a forever loving home . Please give them a chance =)
0.676,0.5909,0.0,0.8746,9c5f43178,Hiro,Mixed Breed,,2,puppy,male,medium,short,1,1,2,1,0,1.0,These puppies are rescued in Sungai Long . They need a forever loving home . Please give them a chance =)
0.676,0.5909,0.0,0.8746,322b32801,Snow,Mixed Breed,,2,puppy,female,medium,short,1,1,2,1,0,1.0,These puppies are rescued in Sungai Long . They need a forever loving home . Please give them a chance =)
0.676,0.5909,0.0,0.8746,44c308937,Apple,Mixed Breed,,2,puppy,female,medium,short,1,1,2,1,0,1.0,These puppies are rescued in Sungai Long . They need a forever loving home . Please give them a chance =)
0.676,0.5909,0.0,0.8746,47a5a9516,Fluffi,Mixed Breed,,2,puppy,female,medium,short,1,1,2,1,0,1.0,These puppies are rescued in Sungai Long . They need a forever loving home . Please give them a chance =)
0.676,0.5909,0.0,0.8746,e633a6647,Rainy,Mixed Breed,,2,puppy,female,medium,short,1,1,2,1,0,1.0,These puppies are rescued in Sungai Long . They need a forever loving home . Please give them a chance =)
0.676,0.5909,0.0,0.8746,483f1aae8,Furry,Mixed Breed,,2,puppy,female,medium,short,1,1,2,1,0,1.0,These puppies are rescued in Sungai Long . They need a forever loving home . Please give them a chance =)
0.676,0.5909,0.0,0.8746,e039f2392,Socks,Mixed Breed,,2,puppy,male,medium,short,1,1,2,1,0,1.0,These puppies are rescued in Sungai Long . They need a forever loving home . Please give them a chance =)
0.676,0.5909,0.0,0.8746,fc6976a96,Lily,Border Collie,,3,puppy,female,medium,short,2,2,2,1,0,5.0,"Very healthy & active 3 months old Border Collie look-alike female pup for adoption, please contact me at(Nishan) Location: Klang"
0.676,0.5909,0.0,0.8746,671ffc570,Jack,Jack Russell Terrier,Mixed Breed,5,puppy,male,medium,short,1,1,1,1,0,6.0,"Jack is a Jack Russell crossed. He is very friendly, active, playful, and joyful. He has four short legs and a stubby tail.Still it will wags vigourously atwhat delights him.You should see how he & his age gang troop around our garden & terrace."
0.676,0.5909,0.0,0.8745,550405709,Wawa,Mixed Breed,,1,puppy,female,medium,short,2,2,2,1,0,1.0,"It was first discovered when the mum gave birth to eight pups, near Mutiara damanasara at a construction site. The litters been bullied and were in risk of being eaten by the Vietnamese workers. They finally found a foster home at Bangsar now. This is WAWA; a female, very playful and extremely smart."
0.676,0.5909,0.0,0.8745,97a020fe8,Rex,Mixed Breed,,3,puppy,male,medium,short,1,1,3,1,0,7.0,Rex has a beautiful brown color coat. This poor puppy was dumped by people in a heavy rain. Pls call for more info.
0.676,0.5909,0.0,0.8745,ee34f3079,Boy Boy,Mixed Breed,,2,puppy,male,medium,short,2,2,2,1,5,4.0,"Adopters must vaccinate, neuter and keep puppy indoors/fenced. preferably landed house. Call/whatsapp:- Address:Relau,Penang."
0.676,0.5909,0.0,0.8745,5220e701f,2 Cute Female Puppy For Adoption,Mixed Breed,,2,puppy,female,medium,short,2,1,2,1,0,7.0,"Mix breed medium size puppies available for adoption!!! 2 months old. 2 females. 1st vaccination done. Adopters have to vaccinate, spay and keep the puppies indoor/fenced. If ur interested call me/ Or just visit them.. Address: One Petz 2-1-20 One Square, Tingkat Mahsuri 1, Bayan Lepas, Penang."
0.676,0.5909,0.0,0.8745,3e2347b40,The 5 Little Puppies,Mixed Breed,,1,puppy,mixed,medium,short,1,3,3,1,0,3.0,"If any one of them pulls your heart strings, come take them home from the Malaysian Dogs Deserve Better Adoption Drive on Sunday 9th of June at Summit shopping mall, USJ, Subang Jaya, Selangor from 11am to 6pm. First come first serve. Do check Malaysia Dogs Deserve Better Facebook page for any changes on the time & venue. The good people of MDDB have given them a place to recuperate for 2 weeks after staying in the forest for a week. You can email me for inquiries, but I can't give out the puppies before the adoption drive as per MDDB policy. Kindly wait for 9th of June at the adoption drive to take the puppies home. Initially, we thought there were 8 since we have never seen all at once. It looks like there are only 6. However, one is still missing in the forest & we are trying our best to find him/her. UPDATE: The favorite based on the inquiries, Tripod, is suspected eaten as his leg was injured, yes, eaten by another animal i.e. dead. After combing the forest systematically for 3 days, his body was not found. We have given up searching for Tripod. So, those who had their eyes on Tripod, too late now. However, Fozzie Bear is rescued and is looking for a home, we used to nickname his Tripod's brother because they look alike. Fozzie is very comfortable with everyone, he was the least timid of the puppies."
0.676,0.6091,1.0,0.832,e470b6bd3,Gigi,Golden Retriever,,24,adult,female,large,medium,1,1,2,1,400,24.0,she so clever and smart....active dog.
0.676,0.5909,0.0,0.8745,5390fc59f,LOOKING FOR HOME URGENTLY!,Mixed Breed,,2,puppy,male,medium,short,2,2,2,1,0,1.0,LOOKING FOR A HOME URGENTLY Gender: male Color: white with black patches Health : no external injuries or anything Age: about 2+ months old Adoption fee: none Contact: jt- Fosterers welcome too Contact by email only for more info or enquires about adopting this puppy and more pic
0.676,0.5909,0.0,0.8745,b1021dc35,Sally Field,Dachshund,Mixed Breed,12,young,female,medium,medium,1,1,3,1,0,2.0,"Named Sally Field because shes such a good mother, desperately taking care of her babies who were born in a drain. 2 of them were washed away so she had a sense of sadness about her. The other 4 however are as beautiful as she and very chocolatey. Life is like a box of chocolates pick Sally Field and or one of her pups and take them home. 2 pups already adopted. Remaining are Beverley & Chelsea who was booked when she was teeny and then they never came to pick her up so she could have gone to another home. No more reservations from now on first come first serve."
0.676,0.5909,0.0,0.8744,acd81a109,6 Abandon Puppies From Wet Market,Mixed Breed,,1,puppy,mixed,medium,short,2,2,2,1,0,13.0,"Rescue them from the wet market again, cause of my situation not allow me to foster them in longer time, as we are running a restaurant business many of customer do complain that we keep a pets around in shop, because i did rescue many of abandon puppies and stray cats already before, and now 6 puppies again... If the customers go to complain to our shop then we sure would be in big trouble....Hope somebody is kindly enough if possible could help to foster them or adopt one of them, really hope their could found a good homes as soon as possible kindly contact with me, THANKS!! I finally couldn't keep them with me as i really have no time, now they are with the vet at clinic and cause of they are too young and they may get the virus from there so do hopefully you guys can be kind enough go to adopt them as soon as possible, if YOU do would like to adopt one them please directly go to this place to view them and adopt them THANKS!! '' LEE VETERINARY CLINIC '' NO. 35, Jalan Kucai Maju 1, Off Jalan Kuchai Lama, Kuala Lumpur. Tel: ()"
0.6759,0.5909,0.0,0.8744,d46a58371,Panda Pups,Shar Pei,Dalmatian,3,puppy,mixed,medium,short,3,3,2,1,0,2.0,"4 pups, mixed breed. looking for good homes. please call. based in kepong. Adopter Must spay later."
0.6759,0.5909,0.0,0.8744,fcf5f5a0d,Bobby,Mixed Breed,,3,puppy,male,medium,short,1,1,3,1,0,3.0,Bobby is an active and friendly kid. He is a good home pet. ( On 3.7. Bobby is booked by a person.) Will update the status once adopted. Thanks for adopting instead of buying
0.6759,0.5909,0.0,0.8743,ddae7aede,Pure Black Puppies,Mixed Breed,,2,puppy,mixed,medium,short,2,2,2,1,1,4.0,"2 months old puppies. Male and female available. Adopters must vaccinate, spay/neuter and keep puppies indoors/fenced. Call/WhatsApp:-"
0.6759,0.5909,0.0,0.8743,923a7163c,,Mixed Breed,Spitz,3,puppy,male,medium,short,1,1,2,1,0,3.0,Litters of a crossed breed mama dog. Super duper adorable. Please call for appointment. Only sincere adopters.
0.6759,0.5909,0.0,0.8743,794806010,"Max, Zack, Nugget & Isabelle",Mixed Breed,,2,puppy,mixed,medium,short,2,2,2,1,0,4.0,"Four puppies rescued from the streets of Penang. They are approximately 1.5-2 months old. Two male light brown/beige colour... one with a bit of white of the face. Two females, one light brown with a black nose/snout and one creamy white colour. Currently being boarded, but really looking for a forever home"
0.6759,0.5909,0.0,0.8742,e2c1b469e,Gigi&Stich( URGENT ADOPTION ),Mixed Breed,Mixed Breed,2,puppy,female,medium,short,2,2,2,1,0,5.0,"Both are female, 2.5 months, mixed breed. They are in need or Urgent Adoption. Better before CNY. Please help spread the news too. Thanks for viewing! Contact=(Christina) for more info."
0.6759,0.5909,0.0,0.8742,9827921f8,1 Lovely Puppy For Adoption,Spitz,Mixed Breed,1,puppy,mixed,medium,short,2,1,2,1,0,4.0,Thank you for all who have adopted my puppies. Currently only leave 2 female.
0.6759,0.5909,0.0,0.8741,8bf424910,Sweetheart,Mixed Breed,,1,puppy,female,medium,short,2,2,2,1,0,2.0,Sweetheart by name sweetheart by nature. Extremely lovable and always ready for a game. Madly in love with anyone's toe. She will make anyone's life a little bit better and and a lot more fuller. Call
0.6759,0.5909,0.0,0.8741,df1d3b1ec,Melon,Mixed Breed,,0,puppy,male,medium,short,2,2,2,1,50,1.0,"Melon, a male was rescued last Saturday. Still coping with the pack. A sibling of Peaches, it's mother and two siblings are still loitering in the neighbourhood waiting to be rescued."
0.6759,0.5909,0.0,0.8741,d08d2829f,Bambi,Mixed Breed,,12,young,female,medium,medium,2,2,2,2,0,5.0,"Bambi was found in the middle of the road in Segambut in the evening (near KTM Segambut) and was pushed to the roadside by a kind man. At night, I went to the location to meet up with Geetha (the person who posted online in several animal rescue Facebook) to take the dog home first. We managed to get her into a cage by midnight - she was feisty and tried to bite us. She couldn't walk by then. The next morning, my bro and I took this dog to the vet and was told that the dog had broken spine that caused the hind legs to be unresponsive. We were told to put her down to avoid suffering. We didn't want to give up on her when she still tried to bite us whenever we touched her back. She still wanted to live. We took her to another vet and had scanned - she had dislocated spine, not broken, there was some nerves still as her toes did pull back when the vet pinched hard (really hard). She had lots of maggots, some were plucked by the 1st vet place, some by me (eee) and by the 2nd vet place. We used Magtox spray on her, applied med and cleaned the wound around the back of the neck. 2nd vet suspected her neck was chained or pulled with sth tight and the dislocated spine was from longer duration than the accident timing. Now her neck wound has healed with fur covering the area. Her hind legs are not moving mostly but when we pinch her toes, she would pull back her legs. Since June, she has been and is currently fostered at KL Pooch Rescue, Cheras to get swimming (once a week) and physiotherapy. I've been taking her to acupuncture sessions a few time per month to help with the pain and hopefully, she can walk soon. She is not easy to take care of. She will need love, patience and exercise for hind legs. She loves to shred papers and is ok with cats & dogs. Adopter to cover vaccination, dewormed and spaying. Facebook gallery (contains wound):"
0.6758,0.5909,0.0,0.874,ea303d329,Big Punch,German Shepherd Dog,Mixed Breed,4,puppy,male,medium,short,1,2,2,1,0,5.0,"Big Punch is a 3-4 months old German Shephard mix male. Active, playful, well behaved, very intelligent, toilet trained and knows how to whine when asking to go to his toilet spot. He has had his 1st vaccination. Looking for loving adopter commited to spaying him upon adoption. Spaying can be done at SPECIAL RATE of RM only (Normal spaying fee RM or more) at my vet in Taipan, Subang. Address of clinic is Kinik Veterinar Mayo, 11A, USJ 10/1G, Subang Jaya and name of doctor is Dr. Khor (NOTE that this rate is for RESCUED DOGS only, and not applicable to you own existing dogs) If interested, please contact me or Jocelyn at to give this lovely active boy a good life."
0.6758,0.5909,0.0,0.874,9521ff66b,Little White,Mixed Breed,,18,young,female,medium,medium,1,1,1,1,0,4.0,"6 months ago,this little white stray dog was found and gave birth of 6 puppies infront of my friend house. Recently, we just brought her for spaying and vaccinated because there is too much male stray dog went after her. Now my friend keeping her inside the house to avoid the male stray dog bully and go after her but it is not the long term solution as my friend and me already have a dog. Other than that, some of the neighbor started to complain about the stray dogs and some kids used to bully them by throwing stone. So, no longer keep them outside the street as stray dogs keep on increasing tremendously might affect neighbor over there. Anyway, she behaved very steady and calm even we brought her for spaying and vaccinate in clinic. She know how to guard house too, whenever strangers pass by, she will bark too. Please give this dog a warm home. Call me for adoption."
0.6758,0.5909,0.0,0.874,42b4b0024,Angel Is Bright N Tame Dog,Mixed Breed,,5,puppy,female,medium,short,1,1,2,1,0,2.0,Angel is a sweet lovable cute dog. Only a bit fearful. But can bark aldy. Looking for someone who loves dog to care and love her.Call Lim
0.6758,0.5909,0.0,0.8739,be7b65c23,Bubbly Bundle Of Joy,Jack Russell Terrier,Mixed Breed,2,puppy,female,medium,short,1,1,2,1,0,9.0,"She's the only one left out of her five siblings. Super friendly, playful and adorable. You will not be able to resist her eyes. Please contact me at or for appointment. Thanks. We are in urgent need to rehome her. Thanks again. Please do watch the video uploaded. She's really cute. Do help. We are located at Kota Kemuning, Shah Alam"
0.6758,0.5909,0.0,0.8739,537b5f09b,Alicia,Mixed Breed,,2,puppy,female,medium,short,1,1,1,1,0,5.0,She was dumped together with the other two siblings by some 1 in a car in front of a restaurant.Very intelligent even at such a young age. She knows how to guard the restaurant when they closed the shop. She knows how to hide in a secure place when we try to catch her. But she trusted the workers who fed them. She come forward when called by them or else it wasn't easy for us to save them. Hope to get them a home instead of becoming strays by the irresponsible human who didn't spay their mum and give birth to them. No tying for caging for long hour except for precautionary purposes. Commitment to spay her is compulsory. Serious adopter pls call or sms me
0.6758,0.5909,0.0,0.8739,8cb5fc48e,Ally,Mixed Breed,,2,puppy,female,medium,short,1,1,1,1,0,5.0,She was dumped together with the other two siblings by some 1 in a car in front of a restaurant.Very intelligent even at such a young age. She knows how to guard the restaurant when they closed the shop. She knows how to hide in a secure place when we try to catch her. But she trusted the workers who fed them. She come forward when called by them or else it wasn't easy for us to save them. Hope to get them a home instead of becoming strays by the irresponsible human who didn't spay their mum and give birth to them. No tying for caging for long hour except for precautionary purposes. Commitment to spay her is compulsory. Serious adopter pls call or sms me
0.6758,0.5909,0.0,0.8739,4e4ba4429,Lucky,Shih Tzu,,72,adult,male,small,short,3,3,3,3,0,3.0,"I found a Shih Tzu, male on /13 in front of my house car porch after I back from work. I'm not sure how old is he. He is abandoned by his bad owner, I believe that his ex-owner didn't take good care of him so now he is having bad skin condition with skin sensitive and eyes problem, not sure whether is ulcer or not. /13-I had bring him to the Vet Clinic, and he is only can staying at the clinic for 3days, I hope to find somebody who really care about pets, willing to bring him a more better life. Please help the dog. /13 God bless, he had been adopted by a family who love pets so much at my hometown, They promise to take good care of him. I'll visit Lucky again when I'm going back! Will miss you, Lucky boy!"
0.6758,0.5909,0.0,0.8738,8044a4f7e,Veer,Mixed Breed,,5,puppy,male,medium,short,3,3,3,1,10,3.0,Mix breed Male Puppy open for adoption. Place: Seri Kembangan Toilet trained Appreciate if this post can be shared around. We willing to send him to you
0.6758,0.5909,0.0,0.8738,12890e9dc,GG (died),Mixed Breed,,3,puppy,female,medium,short,1,1,2,1,0,2.0,"PLEASE PLEASE HELP ADOPT THIS PUP. A kind uncle been feeding the pups but selfish n unkind people that area want to call the council. She is very sweet, adorable personality. PLEASE PLEASE give her a chance to live"
0.6758,0.5909,0.0,0.8738,40309f25c,Cheeky,Mixed Breed,,2,puppy,male,medium,short,2,2,2,1,0,1.0,Poky seem to be shy but quite cheeky in nature. It can make you laugh at it's mischieves Adoption is free; neutering fees to be borne by adopter
0.6758,0.5909,0.0,0.8738,deeea2b65,Lucky,Mixed Breed,,6,puppy,female,medium,short,2,2,2,1,0,1.0,"I found her injured after being hit by a train. The tail was badly injured and had to be amputated. She is currently at the vet in Kajang and will be discharged on Tuesday, 25 June. I am a muslim so I can't take care of her."
0.6758,0.5909,0.0,0.8738,c014197ab,Baby 2,Mixed Breed,,2,puppy,female,medium,short,2,2,2,1,0,3.0,For adoption. She is about 2 month plus waiting to be neutered and taken her 1st vaccination. Adopter is to bear her neutering surgery cost. She is a For adoption. She is mix breed and her size is between medium N small. Currently fostered at home and need to send to good families.
0.6758,0.5909,0.0,0.8737,0c28877b7,"Veni , Vidi , Vici",Mixed Breed,Mixed Breed,1,puppy,mixed,medium,short,2,1,2,1,150,4.0,Puppies urgently need fosterer or adopters as they are wandering around shop area .. There are cases of Vietnamese workers capturing puppies as soon as they are big enough as a meal.... 2 females n 1 male roughly 1 month old... Adoption fees are negotiable if it's going to the right home...
0.6757,0.5909,0.0,0.8737,abea0e83e,âª URGENT:Fila âª,Mixed Breed,,12,young,female,medium,medium,2,2,1,1,0,5.0,"A gorgeous terrier mix homeless girl..Fila was helped by several rescuer friends in spaying and taking care of her, she was abandoned by her ex Indian owner when she was pregnant half year ago, she is now loitering in front of few shop houses but unfortunately she develops habit of chasing vehicle and loves to bark on stranger, shop owner there threaten to throw her to somewhere very soon. We're really very nervous and need to get her a home URGENTLY...JB animal lover who plans to get a pet recently please consider give her a chance to have a home. Thanks.. Interested to adopt? Here's our basic requirement... - Strictly NO tying/caging for long period - Agree to bring her for vaccination - Provide balanced meals and fresh water all the time - Allow for home visit - Love and treat her like your own precious family members Please give a home to Fila ♥"
0.6757,0.5909,0.0,0.8737,f8bf52aea,Happy,Mixed Breed,,5,puppy,female,medium,short,1,1,1,1,0,2.0,"No tying or caging for long hours. However, tying for precautionary purpose is acceptable. Alrdy spayed, vaccinated and deworm. Ready to go to a good home. If u are willing to give her a home sweet home Pls call me"
0.6757,0.5909,0.0,0.8736,cb7bfedd5,Codename Spitzee,Spitz,,15,young,male,medium,long,3,3,3,1,0,2.0,"Been roaming around looking thin and dirty with grease from sleeping under cars for almost a month; fear he would be run over by cars someday! Well, a nice lady from another neighborhood like Spitzee and took him home with her. Spitzee's life has turned around.. he has a home and someone who will look after and play with him."
0.6757,0.5909,0.0,0.8736,2def0a43e,Robin,Mixed Breed,,4,puppy,male,medium,short,1,3,2,1,299,15.0,Very adorable puppy. Very trainable at this age. Thank you!
0.6757,0.5909,0.0,0.8736,4645fcfae,"Buster, Debra & Amos",Mixed Breed,,2,puppy,mixed,medium,short,1,1,2,1,50,0.0,"Total 7 pups dumped at wet market in Puchong. Due to space constraints, a shelter took 4 and despite the high cost at RM45 daily for 3 pups, they are boarded at clinic. These pups' tails are docked and vet said the tails were cut, not naturally born that way. Adoption fee covers vaccine at RM50 each. Adopters must commit to spay Debra, neuter Buster and Amos. Please call me for more information."
0.6757,0.5909,0.0,0.8736,58b4ba48f,Bella Girl,Mixed Breed,Mixed Breed,2,puppy,female,medium,short,1,2,2,1,100,6.0,"Bella is looking for urgent home so I can rescue their remaining siblings from the construction site. One of the worker who initially refused to hand over puppies when I beg them to help me to pass me the puppies so I can try to rehome, rather than stuck at the construction site, were telling me that the boss that owns the lorries doesnt want anymore puppies be there anymore. He might throw them away. Pls adopt & save lifes today! Location KL"
